"","sequenceNumber","period","time.minutes","time.seconds","time.additionalMinutes","player.playerId","player.shirtName","player.displayName","player.uniform","team.teamId","team.location","team.abbreviation","team.displayName","touchType.touchTypeId","touchType.name","fieldCoordinates.x","fieldCoordinates.y","endingFieldCoordinates.x","endingFieldCoordinates.y","recipientPlayer.playerId","recipientPlayer.shirtName","recipientPlayer.displayName","recipientPlayer.uniform","failed","suceeded"
"238",19,1,2,7,0,857801,NA,"Mikkel Duelund","22",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",7,66,23,64,909543,NA,"Rasmus Nissen","43",65,127
"52",18,1,2,8,0,728076,NA,"Patrick Banggaard","26",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",78,11,98,31,406671,NA,"Mikkel Andersen","31",65,128
"45",11,1,2,9,0,718492,NA,"Pione Sisto","27",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",37,27,22,43,551851,NA,"Daniel Royer","77",65,129
"46",12,1,2,9,0,551851,NA,"Daniel Royer","77",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",22,43,NA,NA,NA,NA,NA,NA,66,129
"239",20,1,2,9,0,909543,NA,"Rasmus Nissen","43",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",23,64,6,47,348309,NA,"Jakob Poulsen","7",66,130
"5",12,1,2,10,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",36,48,52,34,551851,NA,"Daniel Royer","77",66,131
"70",16,1,2,10,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",48,49,60,56,348309,NA,"Jakob Poulsen","7",66,132
"240",21,1,2,10,0,348309,NA,"Jakob Poulsen","7",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",5,48,NA,NA,NA,NA,NA,NA,67,132
"6",13,1,2,11,0,551851,NA,"Daniel Royer","77",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",52,34,69,40,607371,NA,"Martin Pusic","10",67,133
"71",17,1,2,11,0,348309,NA,"Jakob Poulsen","7",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",60,56,45,63,679497,NA,"Andre Romer","28",67,134
"179",21,1,2,11,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",49,11,48,4,679497,NA,"Andre Romer","28",67,135
"72",18,1,2,12,0,679497,NA,"Andre Romer","28",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",45,63,47,52,474150,NA,"Tim Sparv","3",67,136
"36",13,1,2,13,0,551851,NA,"Daniel Royer","77",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",58,58,NA,NA,NA,NA,NA,NA,68,136
"180",22,1,2,13,0,679497,NA,"Andre Romer","28",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",48,4,51,15,348309,NA,"Jakob Poulsen","7",68,137
"7",14,1,2,14,0,607371,NA,"Martin Pusic","10",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",69,40,77,50,348309,NA,"Jakob Poulsen","7",68,138
"181",23,1,2,14,0,348309,NA,"Jakob Poulsen","7",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",51,15,66,20,570099,NA,"Nikolay Bodurov","4",68,139
"110",15,1,2,16,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",5,33,NA,NA,NA,NA,NA,NA,69,139
"200",11,1,2,17,0,792321,NA,"Kristoffer Olsson","17",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",59,31,67,49,496660,NA,"Filip Novak","70",69,140
"8",15,1,2,18,0,348309,NA,"Jakob Poulsen","7",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",84,51,NA,NA,NA,NA,NA,NA,70,140
"73",19,1,2,18,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",37,54,NA,NA,NA,NA,NA,NA,71,140
"84",17,1,2,21,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",39,50,53,49,348309,NA,"Jakob Poulsen","7",71,141
"201",12,1,2,21,0,496660,NA,"Filip Novak","70",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",63,65,43,63,857801,NA,"Mikkel Duelund","22",71,142
"37",18,1,2,22,0,479101,NA,"Kian Hansen","2",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",78,19,67,7,679497,NA,"Andre Romer","28",71,143
"53",21,1,2,22,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",63,37,38,40,583756,NA,"Marco Urena","11",71,144
"38",19,1,2,24,0,679497,NA,"Andre Romer","28",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",67,7,76,19,479101,NA,"Kian Hansen","2",71,145
"85",18,1,2,24,0,348309,NA,"Jakob Poulsen","7",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",57,51,NA,NA,NA,NA,NA,NA,72,145
"122",14,1,2,24,0,721997,NA,"Paul Onuachu","33",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",62,21,NA,NA,NA,NA,NA,NA,73,145
"202",13,1,2,24,0,857801,NA,"Mikkel Duelund","22",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",47,59,63,58,792321,NA,"Kristoffer Olsson","17",73,146
"203",14,1,2,26,0,792321,NA,"Kristoffer Olsson","17",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",62,52,NA,NA,NA,NA,NA,NA,74,146
"39",20,1,2,27,0,479101,NA,"Kian Hansen","2",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",76,19,29,48,478988,NA,"Morten Rasmussen","9",74,147
"55",15,1,2,29,0,474978,NA,"Petter Andersson","8",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",57,67,NA,NA,NA,NA,NA,NA,75,147
"40",21,1,2,31,0,478988,NA,"Morten Rasmussen","9",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",29,48,20,41,348309,NA,"Jakob Poulsen","7",75,148
"213",20,1,2,32,0,406671,NA,"Mikkel Andersen","31",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",93,37,81,38,570099,NA,"Nikolay Bodurov","4",75,149
"86",20,1,2,33,0,792321,NA,"Kristoffer Olsson","17",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",67,51,57,55,348309,NA,"Jakob Poulsen","7",75,150
"87",21,1,2,34,0,348309,NA,"Jakob Poulsen","7",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",57,55,75,47,721997,NA,"Paul Onuachu","33",75,151
"88",22,1,2,36,0,721997,NA,"Paul Onuachu","33",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",75,47,72,53,792321,NA,"Kristoffer Olsson","17",75,152
"214",21,1,2,36,0,570099,NA,"Nikolay Bodurov","4",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",81,38,71,55,474150,NA,"Tim Sparv","3",75,153
"59",19,1,2,37,0,496660,NA,"Filip Novak","70",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",68,52,NA,NA,NA,NA,NA,NA,76,153
"15",23,1,2,38,0,551851,NA,"Daniel Royer","77",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",62,8,NA,NA,NA,NA,NA,NA,77,153
"89",23,1,2,38,0,792321,NA,"Kristoffer Olsson","17",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",72,67,NA,NA,NA,NA,NA,NA,78,153
"47",15,1,2,40,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",72,21,64,32,551851,NA,"Daniel Royer","77",78,154
"166",23,1,2,40,0,348309,NA,"Jakob Poulsen","7",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",104,69,99,43,909543,NA,"Rasmus Nissen","43",78,155
"215",22,1,2,40,0,474150,NA,"Tim Sparv","3",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",71,55,78,42,570099,NA,"Nikolay Bodurov","4",78,156
"48",16,1,2,41,0,551851,NA,"Daniel Royer","77",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",64,32,NA,NA,NA,NA,NA,NA,79,156
"111",17,1,2,43,0,406671,NA,"Mikkel Andersen","31",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",5,33,27,51,728076,NA,"Patrick Banggaard","26",79,157
"216",23,1,2,43,0,570099,NA,"Nikolay Bodurov","4",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",78,42,74,17,479101,NA,"Kian Hansen","2",79,158
"112",18,1,2,45,0,728076,NA,"Patrick Banggaard","26",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",27,51,9,31,406671,NA,"Mikkel Andersen","31",79,159
"204",22,1,2,47,0,348309,NA,"Jakob Poulsen","7",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",73,21,NA,NA,NA,NA,NA,NA,80,159
"49",20,1,2,48,0,479101,NA,"Kian Hansen","2",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",76,19,NA,NA,NA,NA,NA,NA,81,159
"217",20,1,2,50,0,479101,NA,"Kian Hansen","2",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",75,37,76,56,909543,NA,"Rasmus Nissen","43",81,160
"113",23,1,2,53,0,857801,NA,"Mikkel Duelund","22",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",66,21,NA,NA,NA,NA,NA,NA,82,160
"123",20,1,3,4,0,600474,NA,"Erik Sviatchenko","4",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",38,64,NA,NA,NA,NA,NA,NA,83,160
"60",21,1,3,10,0,600474,NA,"Erik Sviatchenko","4",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",25,27,41,27,607371,NA,"Martin Pusic","10",83,161
"61",22,1,3,12,0,607371,NA,"Martin Pusic","10",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",41,27,47,48,718492,NA,"Pione Sisto","27",83,162
"62",23,1,3,19,0,718492,NA,"Pione Sisto","27",10146,"Midtjylland","FCM","Midtjylland",1,"Good Pass",65,46,90,62,679497,NA,"Andre Romer","28",83,163
"56",23,1,4,26,0,479101,NA,"Kian Hansen","2",10146,"Midtjylland","FCM","Midtjylland",11,"Bad Pass",26,64,NA,NA,NA,NA,NA,NA,84,163
